Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010]
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,13795.01594,14801.32262,16100.67994,13330.37982,13405.70441,15460.91103,16100.62158,14722.37176,14743.2671,15368.2338,17111.06851,21522.0171,24925.02678,26450.95301,28421.68653,32652.01559,35603.24833,32279.82085,30658.74223
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,491.2136862,546.2925156,579.6551176,607.2318471,678.268012,741.8382553,776.1923711,827.0357561,860.1998843,803.5440266,834.9360149,946.3822551,1028.620681,1207.219948,1388.897391,1578.634511,1973.584769,2026.6594,2808.362452
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,5373.44824,5464.610257,5947.121136,6395.314377,7065.28292,7406.444861,7788.428399,8626.722575,9319.655451,10022.59192,10453.65871,10175.62954,10944.61837,11783.78672,13837.84953,14757.95798,16604.94486,16503.41193,16622.94579
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,4204.571619,4398.679069,4759.838678,4764.724648,4892.067336,5147.92024,5244.016651,5282.370114,5879.561914,5570.452471,5567.894284,6058.606221,6494.600349,6863.436419,7611.178567,7964.382115,8516.960755,8250.521807,8673.687203
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,2149.739444,2270.763572,2470.518408,2539.649686,2563.249766,2795.363056,2930.443947,3073.778474,3768.955366,4071.086011,4303.279768,4499.614542,4873.489477,5157.393739,5744.827862,6398.191235,6598.905315,6463.787773,6551.96836
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,1257.1875,1617.556763,252.6100922,312.6939087,439.4208069,462.5852356,294.8269653,373.09375,362.1168823,451.2933044,506.2626343,580.3202515,705.1133423,905.5436401,1132.474609,1444.372192,1527.582397,1178.221802,1305.635986
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,941.5917361,1079.725213,968.8952535,1022.445835,1433.542557,1609.825044,1962.884958,2067.598149,1988.221729,1714.648466,2202.340682,2516.10404,2887.772173,3453.428659,5002.657987,5530.176156,6576.085463,7129.576863,7943.604828
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,30549.31857,31776.66802,32753.4287,24389.87381,26045.5197,30254.0273,33022.24448,30324.18458,29632.58908,27259.31743,29957.77767,37292.24197,42758.00486,43378.40774,46531.37622,53568.30578,55817.17597,46707.6425,52542.57591
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,40170.86968,40140.37189,41327.18329,39828.36403,43741.10648,50868.97345,48837.80726,42159.99627,39298.0968,40133.6102,43094.24928,49947.39102,55349.61646,57080.07043,59910.29341,66082.1234,75147.53767,72788.20495,77956.1262
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,978.489617,1000.077987,990.1382512,992.7713675,712.3877166,779.6991002,918.1958574,940.8265898,1138.187227,1177.538069,1189.981195,1220.179077,1368.112639,1533.900176,1718.7847,1937.611991,2429.124763,2462.201273,2730.614878
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,487.0361287,457.7678259,337.8331455,287.6201238,261.2712545,207.0344573,172.0350887,150.0885502,136.9257164,168.6762854,186.9516383,233.5812485,305.7451586,333.9271509,401.0184033,516.9972106,703.3273759,664.7956557,737.3388832
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,243.611557,276.4524536,250.3299255,224.4915466,228.8900299,258.418335,313.6583862,363.5976868,401.6981506,396.6387329,402.6490479,422.1835938,450.3852844,483.3348694,475.7467346,543.1983032,675.9772339,693.8235474,736.5301514
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,1559.112093,1765.622674,1971.608799,2245.136887,2517.707326,2864.365157,3054.656908,2473.14097,2005.976945,1889.934325,2089.751831,2347.540013,2641.562687,2867.703834,3331.320435,3918.528174,4309.135093,4135.43987,4973.862888
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,168.6210102,189.7946492,235.0647677,264.0669948,283.0580005,302.736982,344.0133276,348.864241,492.4576694,587.7006928,533.9824764,534.9011537,474.4207673,487.4645554,464.6670018,540.1545842,628.1532193,686.5792958,813.0601773
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,619.1848419,591.9391384,607.9460069,448.0339699,355.4295794,449.8559691,482.2746272,476.8904849,440.4203991,426.8836059,479.4383739,579.7281959,604.3113291,595.200212,596.2492031,654.0836977,771.3511904,770.1728698,750.3234211
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,1139.055382,1323.400986,1370.361426,1383.473866,1956.661804,2084.027595,2214.914748,2135.521111,1995.076675,1753.516676,1759.480532,1936.04104,2195.4489,2477.726201,2750.347786,2797.065601,3218.45304,2914.23774,3416.083566
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,4047.250936,4205.377783,4277.474369,3646.712317,3839.962902,4114.689085,4427.278324,4393.944969,6178.589756,6657.414669,6762.930808,8445.046535,9871.034198,12346.43731,14152.66074,16606.67536,21298.99453,14634.0565,16815.42474
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,1476.431605,1537.879165,1784.818502,1649.185373,1733.466147,1968.166009,2107.408156,2202.060906,2199.044659,2235.719816,2320.772381,2725.864315,3067.419364,3146.826074,3322.569336,3726.916729,4255.05008,4080.090324,4291.861209
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,2689.526219,2649.2726,2743.653203,3057.937375,2176.280181,3845.989979,4041.362103,4197.376362,4199.379864,3052.225671,3591.08629,4649.636681,5979.605422,7331.854294,7990.082514,9766.917345,10913.4079,9076.924722,10698.96994
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,848.1550474,831.9987321,811.3541565,788.4189142,622.1347802,592.2472473,557.8942201,565.022638,633.8354876,756.0349763,935.5408015,1228.948703,1379.230097,1604.016185,1996.593107,2414.96072,3605.503951,3707.978507,4058.53937
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,18325.74581,17803.94718,18859.18903,21246.0098,24122.30282,28734.28731,29443.8523,31453.82288,24596.8938,23093.84983
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,1084.667072,1134.331756,1165.637104,1141.179044,1278.658701,1284.764461,1427.809605,1461.08618,1559.220723,1475.037059,1729.169686,2020.101039,2330.774034,2298.442573,2413.978365,2803.753655,3062.00126,2662.428656,3054.961542
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,244.9871681,182.9558973,152.1135424,165.6164762,198.441988,278.5208357,284.6982593,286.8466379,258.0503387,236.0211889,241.9846884,250.7154366,292.381858,330.4054027,346.5182553,401.3891309,472.8426815,798.9470899,823.4881443
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,1563.634155,1482.639648,1413.240112,1254.028687,1009.094055,933.1917725,869.8460693,987.4898071,653.2943115,800.4907227,903.0119019,1076.481567,1401.018066,1875.335083,2366.494141,3160.327637,4017.806641,2607.087646,3039.632324
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,26709.95679,25690.91512,25648.28075,25032.82693,25472.64707,27003.17538,28323.15869,27982.75255,29865.5285,27745.16845,27753.58105,29659.57103,33376.68805,38719.31383,44342.60306,45854.73524,50054.17007,37803.06637,44795.28462
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23252.61571,24503.38296,26910.13815,28383.87611,28013.87296,30158.70178,34556.77261,40504.41181,42240.2463,44695.16102,50629.07992,47652.40307,39009.37155,39778.32205
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.12997,36329.97026,37133.6204,37997.74243,39490.30239,41724.6412,44123.39965,46301.98765,48050.22741,48570.05943,47194.95009,48642.63121
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,2995.361057,3589.015419,4101.710542,4753.009247,5507.564813,6050.486323,6398.435752,7436.293426,6987.700988,6382.761047,4149.761403,3671.123293,4168.660654,5284.25678,6001.332948,7222.054036,9423.965626,9881.395731,12641.05768
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,652.9376529,658.3135505,602.9205258,595.7770996,574.2290799,582.5421367,597.332287,620.5912958,555.1492311,454.4158123,381.4092969,394.1640289,462.1714929,542.8358087,649.118167,824.0281923,1074.729288,1205.799355,1956.781273
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,1140.590203,1326.373213,1343.689429,1257.293875,1430.993678,1491.78967,1529.275731,1562.030907,1460.238177,1350.183382,1340.715375,1566.513968,1774.318676,1873.991426,2034.792896,2333.705067,2603.608831,2546.383246,2815.18829
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,2451.552311,2632.539698,2907.303344,2824.691444,2688.983251,3486.983506,3112.825848,3710.826884,4776.281676,4920.393136,3652.098965,3229.505571,4269.089709,5432.485418,6739.380653,8331.62097,11262.45143,11596.60219,13646.30466
GDP per capita (current US$),NY.GDP.PCAP.CD,Viet Nam,VNM,98.79833703,143.7152702,144.5493924,189.4185736,229.8577873,287.802661,337.0512318,361.6438841,404.0297841,419.2056776,445.1328618,497.1170892,565.4522846,710.74676,807.7566451,925.6403383,1163.831958,1226.169761,1683.161824
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,30062.02251,31731.25662,35006.36144,40828.74609,41377.1466,44158.5054,39152.37507,38753.18254,39905.12842
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,..,..,..,..,1201.581542,1326.562857,1317.466751,1389.164971,1476.17185,1335.553195,1156.217473,1257.69857,1422.190886,1543.701414,1570.1044,1664.245717,2035.202341,2191.781787,2557.075624
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,910.422466,1016.30223,1198.130317,1396.615444,1735.044195,764.4146561,375.2149947,382.5849287,493.2351826,487.1412579,513.2414866,548.905883,627.6320234,734.1599085,809.7131276,890.3057681,1071.635833,969.2435099,1155.203053
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,422.3362988,423.0712568,389.2546658,390.9166738,426.3865984,433.3127826,399.5113047,465.8719422,359.429501,396.548953,393.8646255,446.2901048,548.6859746,710.9820682,1051.717149,1118.731626,1375.50211,1136.241683,1451.10616
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,866.9288684,830.9613548,631.1491493,604.7031165,634.062003,648.3152596,766.9137759,750.5831003,562.8337575,566.3887464,524.9364786,468.4719329,469.7192989,461.2713875,431.0349944,413.5212446,340.9174476,735.8216939,902.0107591
GDP per capita (current US$),NY.GDP.PCAP.CD,Africa Eastern and Southern,AFE,822.4043718,864.1755287,732.9121387,709.3247179,700.7732954,766.5242106,746.7885814,767.4006926,706.7284408,625.8288602,630.5133802,815.4336575,989.0171147,1126.299204,1235.170879,1381.445251,1447.427775,1408.615659,1628.768573
GDP per capita (current US$),NY.GDP.PCAP.CD,Africa Western and Central,AFW,593.8315135,608.6689984,567.9262988,575.2817091,580.8014662,867.8186583,1070.836244,1093.067176,519.6425995,533.6771797,620.1607082,698.4105977,839.3458515,1001.134465,1236.316041,1407.728817,1668.615653,1455.223919,1664.492045
GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,2875.130523,2048.705837,1996.288308,1987.753322,2018.668086,2080.998052,2193.859544,2305.609495,2664.125447,2536.152665,2483.502703,2696.672509,3133.70137,3750.698172,4355.057615,4940.701537,6100.539376,5142.656331,5957.505395
GDP per capita (current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,3713.695348,3792.220749,3842.681385,3698.863807,3930.33085,4144.506196,4424.439578,5198.506326,6477.264821,6647.625478,6903.074186,7551.089834,8233.610825,9439.337206,10883.04755,12134.9067,13890.13031,11554.05892,12652.56913
GDP per capita (current US$),NY.GDP.PCAP.CD,Central Europe and the Baltics,CEB,2499.272579,2210.978714,2291.902375,2432.47858,2767.168147,3539.724881,3750.803094,3704.238824,3880.426959,4274.132364,4843.410648,5828.296601,7046.221888,8223.09811,9337.740497,11906.49597,14534.24675,12302.05933,12635.77821
GDP per capita (current US$),NY.GDP.PCAP.CD,Early-demographic dividend,EAR,936.9711611,971.300796,1032.290065,1090.28778,1122.641038,1150.885889,1221.856749,1278.95401,1346.198726,1311.076578,1251.30345,1368.429992,1563.060388,1788.22041,2011.023508,2342.587821,2595.480336,2458.164651,2941.653304
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific,EAS,2679.403568,2984.564066,3219.101942,3556.030953,3927.621565,4393.561618,4187.959096,3953.641804,4139.471267,3814.309464,3844.086814,4188.4628,4657.508348,4931.626056,5191.9067,5760.129388,6593.644773,6735.160595,7808.070104
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,416.9387823,445.8047532,493.0608837,533.8860617,634.195223,772.3046021,876.0380215,895.6288608,961.3014224,1014.52467,1113.999152,1251.277715,1439.932145,1653.679713,1976.632047,2481.387558,3117.832792,3359.518415,4057.865905
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,422.0714101,451.2852751,499.1127551,540.4275087,641.9604376,781.740273,886.7018398,906.4930213,972.8331739,1026.64921,1127.250934,1266.107789,1456.966947,1673.18872,1999.859958,2510.420631,3154.169173,3398.528108,4104.801398
GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,18258.73286,18809.99905,20643.68563,18837.40679,19839.93707,22873.51913,23072.6627,21057.84819,19563.09088,19818.8194,21551.1261,26413.87679,30138.88748,31116.27036,32961.28863,37801.93161,41406.65989,37790.12017,36841.2601
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia,ECS,10503.76009,10761.20979,11479.85958,10514.39703,10968.73522,12729.10872,12970.56219,12296.60825,11645.63781,11750.20181,12842.35971,15575.04178,18104.0503,19220.71377,20762.31759,24200.33248,26536.48464,23278.87828,23731.66686
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,1700.961399,1622.937932,1549.08489,1589.725406,1239.774365,1737.91189,1830.625682,1941.278992,1790.79766,1529.629167,1771.95606,2249.779066,2883.617481,3576.780422,4142.519455,5206.581567,6191.249019,5125.282385,6044.407421
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,2374.640615,2312.750334,2135.386464,2107.485458,1896.40732,2264.493609,2329.881132,2408.242738,2044.362496,2080.997451,2340.843046,2879.671495,3723.469345,4660.838022,5633.029718,7247.081889,8951.350767,7074.110607,8293.775116
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,15480.55847,15946.10023,17463.53436,15902.31769,16816.16459,19456.32119,19740.4112,18080.0133,16956.04049,17208.90358,18773.50394,22991.23677,26335.85026,27400.00968,29169.38971,33682.86282,37160.01022,33632.1593,33119.57301
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,457.8291497,485.0562302,358.038553,360.0504316,298.852695,337.8395833,359.1397425,365.6125714,377.7386355,355.439131,374.8157401,413.0815733,462.6928491,520.0519789,593.5895086,688.7988543,797.8539798,765.2277594,812.4844978
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,16636.48923,17431.57245,18533.16216,18549.97521,19720.31759,21739.93193,21791.19912,21308.60652,22428.17261,22129.019,22974.35927,25642.09987,28482.30428,30080.78347,31743.31084,34703.22155,36948.69374,34160.34434,35833.71158
GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,1053.450725,1005.730047,1034.412594,1084.943749,1179.819755,1337.835534,1440.00849,1506.907769,1477.692674,1481.392144,1487.722659,1652.807277,1947.235077,2300.558433,2700.558475,3321.081723,3945.346082,3790.752497,4561.888234
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,927.8385508,893.2774672,902.9643606,943.6322382,1018.0231,1156.832879,1248.052835,1301.140937,1251.896448,1248.977966,1256.741557,1392.517434,1633.269819,1919.855402,2247.88945,2742.897339,3246.160836,3109.975187,3717.275722
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,529.4185164,549.4053371,519.4341743,535.6862228,568.2396639,774.0766008,925.6984188,943.8951099,619.8213061,602.8928718,644.972024,712.2775064,837.1397638,957.9444837,1148.891819,1296.217361,1479.932697,1350.168109,1546.664869
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,384.2744604,408.3674932,330.8395974,336.0089825,322.9391593,326.4662389,335.7732858,342.6730987,373.051252,356.6990607,369.9224343,405.965046,449.9043266,507.2827974,574.0881433,667.1930094,791.3991373,784.6498624,877.9310989
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,432.7580599,455.4408483,395.2857536,404.3380007,407.4731549,482.4660766,542.17939,553.2840838,458.4501378,442.1557827,465.592286,512.5917969,585.1692956,664.9686248,775.7202506,888.098621,1033.532013,983.9671841,1114.119825
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,1067.649694,1059.68825,1067.839628,1099.458418,1262.70485,1548.574733,1691.026,1754.32009,1673.000807,1717.762677,1809.490315,2048.655413,2447.193757,2933.481268,3519.25786,4409.305453,5453.262925,5245.342889,6277.14834
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,2498.309349,2648.101584,2841.128268,3303.336616,3793.921689,4035.547353,4294.365118,4634.237327,4472.584111,4326.639921,3839.196148,3862.137496,4385.898306,5229.898986,6047.733929,7035.799563,8077.965319,7495.059656,9183.552483
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,2423.829863,2561.220138,2735.869528,3211.208786,3703.522105,3913.749451,4173.977477,4501.26563,4315.316864,4163.091411,3657.851964,3662.999261,4155.659495,4984.727837,5770.602908,6758.189675,7812.589763,7221.643575,8899.090669
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,2425.771282,2587.872789,2787.661327,3258.757486,3744.608527,3983.208609,4255.858594,4593.585619,4388.926197,4222.974484,3714.374788,3728.727432,4252.838448,5103.970714,5926.882358,6927.882932,7989.380121,7386.600445,9115.373725
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,370.9541813,392.2919389,302.2721403,304.1983414,290.3524465,290.0531309,298.0771124,302.9535114,333.5410413,314.1184951,338.1011213,373.8578951,420.0340565,487.4775319,552.9979309,648.8733626,778.9544866,751.9650804,831.8438407
GDP per capita (current US$),NY.GDP.PCAP.CD,Low & middle income,LMY,806.1564022,771.0685088,794.1243906,841.8523629,924.7317858,1055.303664,1148.122543,1200.562415,1181.587009,1166.628491,1165.8188,1282.067511,1485.190218,1731.578586,2012.452926,2438.533897,2864.715133,2835.653261,3399.250913
GDP per capita (current US$),NY.GDP.PCAP.CD,Low income,LIC,449.9347595,491.3907389,330.4942693,346.4671641,314.9475398,282.5426857,265.267481,274.7122773,317.4617779,291.6028961,312.0330461,337.3232177,383.8408533,453.224272,513.5809154,607.2562085,712.2539355,682.9193049,736.8371029
GDP per capita (current US$),NY.GDP.PCAP.CD,Lower middle income,LMC,454.9638694,424.4852985,431.6707186,423.0569974,456.9663064,536.7496588,589.9116332,614.2453307,591.6158736,590.2562417,592.9159889,654.7951048,750.4563498,854.6346296,988.7971293,1194.21832,1311.625326,1349.050818,1586.514686
GDP per capita (current US$),NY.GDP.PCAP.CD,"Middle East, North Africa, Afghanistan & Pakistan",MEA,2183.442307,1708.793827,1751.908998,1598.135025,1643.03794,1775.342348,1918.233894,1954.379376,2220.177608,2152.657638,2092.426495,2279.273906,2623.963384,3050.548186,3482.136138,4009.653854,4838.92296,4261.001047,4874.743746
GDP per capita (current US$),NY.GDP.PCAP.CD,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1555.058275,1024.139924,1022.142746,877.4449788,899.2697933,977.9544736,1058.066079,1077.336231,1247.472336,1226.175136,1168.525316,1263.876062,1463.041409,1657.11019,1883.120724,2237.261907,2658.20563,2515.923569,2821.508666
GDP per capita (current US$),NY.GDP.PCAP.CD,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1551.331825,1021.780476,1019.887047,875.5990896,897.4797172,975.8461383,1056.465786,1075.367768,1246.019705,1225.477829,1168.604096,1263.915745,1463.304591,1657.842915,1885.148748,2240.988391,2662.281124,2518.053778,2823.254079
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle income,MIC,834.8671091,794.753759,830.7802006,881.5824175,973.5776501,1117.20867,1219.402224,1276.23621,1255.461747,1242.22844,1240.917595,1366.507452,1585.10628,1849.468838,2152.970922,2613.049072,3073.196186,3047.407892,3664.921623
GDP per capita (current US$),NY.GDP.PCAP.CD,North America,NAC,23653.50201,24094.13069,24974.74056,25772.07244,26931.65093,27897.93461,29112.24514,30518.06616,35151.37419,35831.45447,36652.00712,38395.54973,40788.4854,43368.60191,45741.33132,47727.77338,48398.38337,46581.42004,48545.81132
GDP per capita (current US$),NY.GDP.PCAP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,OECD members,OED,17087.30942,17918.21406,19096.90698,19229.43448,20388.51837,22337.04373,22357.30154,21847.77433,23105.86996,22718.67952,23526.18512,26110.16679,28854.88344,30304.50078,31752.91909,34523.81513,36379.98264,33797.327,35218.2377
GDP per capita (current US$),NY.GDP.PCAP.CD,Other small states,OSS,3570.55789,3674.36137,3949.408789,3762.448854,3950.980037,4659.341886,4739.076945,4678.519985,4847.450323,4780.954928,5142.247653,6311.811775,7419.76156,8233.420106,9046.801649,10758.81362,11530.7215,9814.080087,10149.56337
GDP per capita (current US$),NY.GDP.PCAP.CD,Pacific island small states,PSS,1343.2772,1404.209771,1519.648249,1573.635256,1818.225091,1947.900732,2060.80458,2035.885661,1686.605682,1637.063491,1695.011479,1997.280541,2270.726572,2490.447836,2586.227762,2817.989694,2989.60481,2666.871952,2899.885731
GDP per capita (current US$),NY.GDP.PCAP.CD,Post-demographic dividend,PST,19207.33801,20121.48083,21440.39169,21469.15442,22868.97758,25219.73061,25204.84406,24572.13705,25965.61981,25583.1763,26549.47165,29606.2954,32722.78578,34268.54129,35873.62184,38925.4515,40986.20325,38399.57664,39869.23542
GDP per capita (current US$),NY.GDP.PCAP.CD,Pre-demographic dividend,PRE,940.4393772,519.2270642,392.8570723,397.880288,401.328292,572.2972123,675.3886777,720.9748418,503.8818656,466.2556768,523.9552618,554.6256596,671.2243568,815.9950322,998.0782393,1174.150158,1424.070369,1253.051475,1422.25839
GDP per capita (current US$),NY.GDP.PCAP.CD,Small states,SST,3333.507574,3423.526437,3614.086312,3469.666078,3675.540708,4180.97412,4316.17395,4473.961605,4846.982117,4839.487177,5133.232488,6060.669966,6954.240664,7779.564252,8649.772055,10056.41133,10984.7647,9299.408693,9799.551809
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia,SAS,359.9539731,303.8180568,315.5371313,302.9949945,342.7231117,370.5706939,400.095114,415.0027242,440.4679189,446.4189193,462.8988365,532.6615468,606.4780417,686.3381935,769.3787043,967.6979116,958.2755115,1054.435559,1294.027344
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia (IDA & IBRD),TSA,359.9539731,303.8180568,315.5371313,302.9949945,342.7231117,370.5706939,400.095114,415.0027242,440.4679189,446.4189193,462.8988365,532.6615468,606.4780417,686.3381935,769.3787043,967.6979116,958.2755115,1054.435559,1294.027344
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa,SSF,728.926102,759.7152489,665.3044237,654.3260967,651.4948957,807.0686815,877.9339132,899.319355,629.8595532,587.7109019,625.8055686,766.9147122,926.9432662,1074.124763,1234.756099,1391.268036,1537.383331,1427.577875,1643.307535
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,728.2681143,759.0694201,664.5471256,653.5130532,650.6819039,806.2599941,877.1667632,898.4738378,628.9679971,586.8264615,624.8388063,765.9781264,925.8607828,1072.978843,1233.531233,1390.099873,1536.383596,1426.742919,1642.374718
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,728.926102,759.7152489,665.3044237,654.3260967,651.4948957,807.0686815,877.9339132,899.319355,629.8595532,587.7109019,625.8055686,766.9147122,926.9432662,1074.124763,1234.756099,1391.268036,1537.383331,1427.577875,1643.307535
GDP per capita (current US$),NY.GDP.PCAP.CD,Upper middle income,UMC,1103.815157,1059.014573,1118.018033,1214.554509,1352.199127,1546.567566,1689.355219,1775.026285,1770.111281,1752.860196,1753.629646,1935.253252,2258.660663,2659.854283,3110.01688,3790.618026,4548.120398,4481.743058,5435.751332
GDP per capita (current US$),NY.GDP.PCAP.CD,World,WLD,4338.94333,4453.896416,4679.982005,4685.295643,4967.01236,5463.196242,5507.22344,5408.569535,5512.561772,5404.202698,5539.32465,6129.866383,6818.003753,7290.566145,7803.194672,8685.331087,9425.737816,8827.04323,9555.06544
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 07/13/2026,,,,,,,,,,,,,,,,,,,,,,